,age,bmi,grade,q13,q18,q25,q26,q47,q57,qnowt,race4,sex,sitecode,year,q70,q50,q15,q16,q17,q67,q68,q23,q51,q53,q32,q69,q46,q19,q12,q8,q9,q41,q40,q27,carRiskScore
432351,7.0,19.6074263,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,,0.0
432352,7.0,17.11225608,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,SA,2017,3.0,3.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,,4.0,3.0,,6.0,,394.7368421052632
432353,,0.0,,5.0,8.0,,,,,,,,SF,2017,7.0,3.0,,8.0,8.0,,,,4.0,6.0,2.0,,,1.0,5.0,1.0,5.0,6.0,,,1000.0
432356,1.0,64.0219805,,1.0,1.0,2.0,2.0,1.0,1.0,,,,SF,2017,4.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432359,3.0,29.15702479,2.0,3.0,5.0,,,1.0,,,2.0,,SF,2017,3.0,2.0,,3.0,5.0,2.0,,,2.0,3.0,6.0,5.0,,,,1.0,4.0,7.0,,,578.9473684210526
432360,3.0,22.19503933,,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,,SF,2017,4.0,1.0,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432362,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,3.0,,SF,2017,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432363,4.0,,,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,,SF,2017,1.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,,2.0,131.57894736842104
432367,5.0,18.51428571,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,,SF,2017,6.0,1.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432368,5.0,18.14222222,3.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,SF,2017,3.0,1.0,,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,,26.31578947368421
432369,5.0,44.87836735,,5.0,,1.0,,6.0,2.0,,3.0,,SF,2017,3.0,6.0,,2.0,,1.0,3.0,2.0,4.0,3.0,,2.0,,,5.0,4.0,5.0,,,1.0,552.6315789473684
432371,5.0,21.03114187,,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,,SF,2017,7.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432373,6.0,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,SF,2017,5.0,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432375,6.0,25.76430886,,1.0,1.0,2.0,2.0,,2.0,,3.0,,SF,2017,2.0,2.0,,2.0,1.0,3.0,2.0,2.0,2.0,3.0,,3.0,,2.0,,5.0,1.0,,,2.0,0.0
432376,6.0,19.99265381,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,SF,2017,2.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,5.0,3.0,2.0,,2.0,131.57894736842104
432377,,16.01038062,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,2.0,SF,2017,5.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432378,,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,SF,2017,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432379,,20.89356576,3.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,2.0,SF,2017,,1.0,,2.0,3.0,2.0,2.0,,1.0,1.0,1.0,4.0,,2.0,2.0,5.0,1.0,1.0,,2.0,0.0
432380,1.0,32.6015625,4.0,1.0,,,2.0,,1.0,2.0,3.0,2.0,SF,2017,2.0,3.0,,2.0,3.0,,,1.0,5.0,,,6.0,,,3.0,2.0,1.0,7.0,,1.0,236.8421052631579
432387,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432388,2.0,25.95129662,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,2.0,,2.0,26.31578947368421
432389,2.0,25.71570295,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432390,2.0,22.1484375,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,SF,2017,7.0,1.0,,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,5.0,,2.0,3.0,3.0,1.0,1.0,,1.0,78.94736842105263
432391,3.0,23.90003387,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,7.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432392,3.0,22.66156463,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,3.0,1.0,1.0,,2.0,78.94736842105263
432393,3.0,31.97901701,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,,1.0,131.57894736842104
432394,3.0,18.04844291,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,4.0,1.0,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432395,3.0,18.40236926,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432396,3.0,17.27755688,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432397,3.0,49.98347107,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,4.0,,2.0,2.0,1.0,1.0,,,,210.52631578947367
432400,3.0,23.5432526,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432401,3.0,52.05701328,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,,2.0,2.0,4.0,1.0,1.0,,2.0,26.31578947368421
432402,3.0,22.65556712,,,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,SF,2017,1.0,2.0,,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,7.0,,2.0,,3.0,3.0,,,2.0,210.52631578947367
432403,3.0,22.01672336,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,SF,2017,6.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,1.0,4.0,1.0,1.0,,1.0,26.31578947368421
432404,3.0,26.65932048,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432407,3.0,17.93548387,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432408,3.0,16.125,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,SF,2017,3.0,1.0,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,5.0,1.0,1.0,,2.0,0.0
432409,3.0,19.6074263,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,7.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432410,3.0,16.66115702,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,4.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432411,3.0,19.61937716,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432412,3.0,,1.0,1.0,1.0,2.0,2.0,4.0,2.0,,,2.0,SF,2017,5.0,1.0,,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432413,3.0,15.87564455,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432414,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432415,3.0,19.80503594,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432416,3.0,24.99173554,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432417,3.0,23.73727129,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,2.0,1.0,,2.0,78.94736842105263
432418,3.0,25.76169419,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,7.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432419,3.0,14.68252475,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432420,3.0,17.36328125,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432421,3.0,19.3125,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432422,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,5.0,2.0,1.0,,2.0,131.57894736842104
432423,3.0,24.74844104,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,6.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,5.0,1.0,1.0,,2.0,0.0
432424,3.0,22.75778547,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432425,3.0,25.58477509,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432426,3.0,17.26643599,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432428,3.0,18.60815236,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432429,3.0,17.9269073,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432430,3.0,18.3633218,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,5.0,2.0,1.0,,2.0,78.94736842105263
432431,3.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,SF,2017,3.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432432,3.0,25.32771955,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,SF,2017,2.0,1.0,,2.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432433,3.0,21.17128985,2.0,1.0,1.0,2.0,2.0,,,2.0,4.0,2.0,SF,2017,2.0,,,1.0,1.0,3.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,5.0,1.0,,,2.0,0.0
432434,3.0,20.42679216,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432436,3.0,23.03515625,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,,,2.0,0.0
432437,3.0,24.3372049,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,4.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,5.0,1.0,,2.0,263.1578947368421
432438,3.0,18.32874197,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432439,3.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,4.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432440,3.0,19.2555102,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,4.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432441,3.0,19.63190184,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432442,3.0,23.1882121,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,6.0,1.0,,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,1.0,0.0
432443,3.0,21.92,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,1.0,1.0,,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432444,3.0,19.44640999,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432445,3.0,27.46712803,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,1.0,0.0
432446,3.0,19.7032978,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,,2.0,210.52631578947367
432447,3.0,21.32598714,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,,2.0,1.0,3.0,1.0,1.0,,2.0,78.94736842105263
432448,3.0,20.08928571,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432450,3.0,19.09519195,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432451,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,1.0,0.0
432452,3.0,23.40244898,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,3.0,1.0,1.0,,2.0,78.94736842105263
432453,3.0,20.4617595,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,7.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,3.0,1.0,,2.0,131.57894736842104
432454,3.0,17.07252813,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432455,3.0,17.9269073,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,7.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432456,3.0,30.38879898,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432457,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,SF,2017,7.0,1.0,,5.0,4.0,3.0,2.0,1.0,1.0,1.0,,7.0,,2.0,1.0,5.0,5.0,5.0,,2.0,421.05263157894734
432458,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432460,3.0,18.78128646,1.0,1.0,,2.0,2.0,3.0,2.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432461,3.0,19.6584022,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,SF,2017,,1.0,,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,1.0,1.0,,2.0,0.0
432462,3.0,37.88967222,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432463,3.0,,1.0,,,1.0,2.0,1.0,2.0,,,2.0,SF,2017,4.0,1.0,,1.0,,1.0,4.0,2.0,1.0,1.0,,5.0,,2.0,,3.0,2.0,,,2.0,421.05263157894734
432464,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,SF,2017,7.0,1.0,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,7.0,,2.0,2.0,5.0,1.0,1.0,,2.0,0.0
432465,3.0,16.68975069,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,SF,2017,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,,,1.0,26.31578947368421
432466,3.0,27.46712803,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432467,3.0,18.78128646,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432468,3.0,21.47456129,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432469,3.0,16.29387755,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,SF,2017,2.0,1.0,,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,,1.0,210.52631578947367
432470,3.0,22.8210034,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,1.0,,1.0,26.31578947368421
432471,3.0,20.35457064,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,SF,2017,5.0,1.0,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432472,3.0,16.29387755,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432473,3.0,30.58480749,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,2.0,1.0,,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432474,3.0,15.17485166,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,SF,2017,6.0,1.0,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432475,3.0,23.69959184,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,4.0,1.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432476,3.0,18.78128646,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,SF,2017,5.0,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432477,3.0,26.48655473,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,SF,2017,5.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,,2.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
432478,3.0,20.40484429,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,SF,2017,3.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432479,3.0,25.52371884,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,SF,2017,4.0,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432480,3.0,20.486281,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,SF,2017,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
432481,3.0,25.76430886,1.0,1.0,1.0,2.0,2.0,,,1.0,4.0,2.0,SF,2017,,,,1.0,1.0,,,2.0,,,1.0,,,2.0,1.0,5.0,1.0,,,1.0,0.0
